id,county,pop_over_25,median_income,median_income_no_hs,median_income_hs,median_income_some_college,median_income_college,median_income_graduate_degree
51119,"Middlesex County, Virginia",8404,28773,20363,21462,27256,37841,61101
51121,"Montgomery County, Virginia",50531,34765,20191,26815,31051,41570,50546
51125,"Nelson County, Virginia",11110,32777,22794,27111,32526,43021,50634
51127,"New Kent County, Virginia",13386,39476,24327,35775,41173,50383,54292
51131,"Northampton County, Virginia",9121,30554,17182,23995,31962,42078,55227
51133,"Northumberland County, Virginia",9714,26631,20577,23368,27174,37386,54318
51135,"Nottoway County, Virginia",11223,29886,22355,24575,30613,36438,68963
51137,"Orange County, Virginia",23951,33012,21521,29239,32212,52075,61008
51139,"Page County, Virginia",17070,27325,16574,24132,31063,45737,60714
51141,"Patrick County, Virginia",13733,28790,19333,26347,29941,40699,37310
51143,"Pittsylvania County, Virginia",45415,30135,17496,24888,32577,39479,45307
51145,"Powhatan County, Virginia",20038,44759,20291,35506,42214,67435,76833
51147,"Prince Edward County, Virginia",12787,28894,14441,27157,30466,37237,50898
51149,"Prince George County, Virginia",24890,38480,18986,33602,38357,54621,52892
51153,"Prince William County, Virginia",260984,51561,26551,34387,48117,71456,91232
51155,"Pulaski County, Virginia",25516,32489,22809,27188,32427,41124,57944
51157,"Rappahannock County, Virginia",5497,35099,23125,32206,30685,47778,64659
51159,"Richmond County, Virginia",6951,35163,22426,32012,36229,39500,66250
51161,"Roanoke County, Virginia",66116,40971,25803,32006,37342,47562,63623
51163,"Rockbridge County, Virginia",16492,29471,26250,28011,26785,36120,50972
51165,"Rockingham County, Virginia",51873,31564,21150,28137,32019,43460,56509
51167,"Russell County, Virginia",20747,30153,26116,25120,30122,40139,50404
51169,"Scott County, Virginia",16852,31421,20865,30921,29901,43819,49333
51171,"Shenandoah County, Virginia",29998,31169,21087,27976,32715,44391,56856
51173,"Smyth County, Virginia",22845,29960,27051,26809,27031,38298,52083
51175,"Southampton County, Virginia",13276,29140,13534,24276,29741,48827,52896
51177,"Spotsylvania County, Virginia",79973,44153,24575,32574,43605,60726,75633
51179,"Stafford County, Virginia",81821,53292,20807,34439,52526,67475,99674
51181,"Surry County, Virginia",4958,31791,22564,30297,37500,27480,34306
51183,"Sussex County, Virginia",9129,20967,11376,21312,24938,45341,48047
51185,"Tazewell County, Virginia",32241,28133,18095,24914,25946,37068,63634
51187,"Warren County, Virginia",25755,39064,21705,32901,41873,52011,57949
51191,"Washington County, Virginia",39616,31197,15327,25432,33038,37846,55238
51193,"Westmoreland County, Virginia",12677,27578,19899,27281,29688,52462,57500
51195,"Wise County, Virginia",28421,27849,18725,25389,25768,33603,55354
51197,"Wythe County, Virginia",21097,27144,22036,24679,26517,41132,44518
51199,"York County, Virginia",43167,47145,30205,30699,41792,51950,85399
51510,"Alexandria city, Virginia",109116,59037,21011,28811,40274,67811,91184
51515,"Bedford city, Virginia",4406,30698,16467,15508,29028,37083,46480
51520,"Bristol city, Virginia",12528,26599,16455,24386,25734,32115,47664
51530,"Buena Vista city, Virginia",4348,27419,21982,26648,26189,38000,58750
51540,"Charlottesville city, Virginia",25614,34196,18154,27577,30888,38764,55526
51550,"Chesapeake city, Virginia",147330,41865,20419,32025,39341,53472,71374
51570,"Colonial Heights city, Virginia",12018,38089,25159,34073,35360,44580,52981
51580,"Covington city, Virginia",3992,27831,30291,24632,26719,43523,58393
51590,"Danville city, Virginia",29505,26703,15413,23215,27281,34266,50229
51595,"Emporia city, Virginia",3962,29866,9091,27813,28750,43438,60929
51600,"Fairfax city, Virginia",16017,52278,22100,30010,38479,63179,103160
51610,"Falls Church city, Virginia",8592,73822,17763,25795,47217,69931,103483
51620,"Franklin city, Virginia",5674,23876,12396,18317,25130,40608,65227
51630,"Fredericksburg city, Virginia",14777,36131,21580,26430,32173,51987,69625
51640,"Galax city, Virginia",5087,23297,15977,25146,23202,40583,41542
51650,"Hampton city, Virginia",89058,34221,17933,26580,33066,46107,61297
51660,"Harrisonburg city, Virginia",22633,28388,21202,24194,28237,35325,46235
51670,"Hopewell city, Virginia",14789,30539,23930,27407,35369,52778,55239
51678,"Lexington city, Virginia",2309,26034,12619,24413,26842,25152,55648
51680,"Lynchburg city, Virginia",43361,30383,16579,24089,26917,39853,53352
51683,"Manassas city, Virginia",24305,37947,22900,30604,41681,48241,73000
51685,"Manassas Park city, Virginia",9347,38631,29443,30852,40016,54767,90179
51690,"Martinsville city, Virginia",9693,25753,17583,20917,26646,39386,68750
51700,"Newport News city, Virginia",113407,32947,19259,27227,32359,43952,58697
51710,"Norfolk city, Virginia",146077,31775,19357,25184,30827,43100,60924
51720,"Norton city, Virginia",2649,27313,17137,26518,27017,37067,44063
51730,"Petersburg city, Virginia",21912,27577,19482,27329,30184,42701,53821
51735,"Poquoson city, Virginia",8326,50088,12070,32567,48773,55440,74948
51740,"Portsmouth city, Virginia",63051,32366,18970,27191,32834,42815,57936
51750,"Radford city, Virginia",6698,32543,18032,23750,27803,34554,56886
51760,"Richmond city, Virginia",135338,31848,17608,23693,28895,42849,55887
51770,"Roanoke city, Virginia",67687,29056,17295,24364,30360,36916,55010
51775,"Salem city, Virginia",16623,34176,21585,27555,29464,47353,51368
51790,"Staunton city, Virginia",16896,30205,18566,25868,27297,39625,51736
51800,"Suffolk city, Virginia",55724,40310,20370,31509,40439,52264,64724
51810,"Virginia Beach city, Virginia",290492,40407,22500,30963,37349,49716,64171
51820,"Waynesboro city, Virginia",14430,30981,19018,29307,27808,44777,49625
51830,"Williamsburg city, Virginia",6990,28534,21270,24327,26422,43882,42692
51840,"Winchester city, Virginia",17372,31362,15973,26127,32598,47174,60854
53001,"Adams County, Washington",10368,26101,19500,27500,31644,39038,56500
53003,"Asotin County, Washington",15335,29527,17675,25830,30293,37955,58906
53005,"Benton County, Washington",114407,38342,18743,30599,35290,61563,73951
53007,"Chelan County, Washington",48606,31541,20098,26875,34468,43016,61396
53009,"Clallam County, Washington",53592,29289,21112,25842,27435,37922,54926
53011,"Clark County, Washington",283431,37345,20551,30902,36389,50129,64720
53013,"Columbia County, Washington",2997,29167,15417,28500,31063,33438,50938
53015,"Cowlitz County, Washington",69474,32419,18050,27297,33748,49043,60120
53017,"Douglas County, Washington",25118,27014,16877,25143,32160,45149,59578
53019,"Ferry County, Washington",5430,25374,8510,22158,21500,38438,50536
53021,"Franklin County, Washington",45841,29223,19267,27404,37428,52229,54208
53023,"Garfield County, Washington",1727,33424,33424,21500,36250,44635,40938
53025,"Grant County, Washington",53692,28522,19933,27621,31261,44491,63599
53027,"Grays Harbor County, Washington",50646,30135,17959,25228,31128,44167,55712
53029,"Island County, Washington",55826,36932,25018,32905,33607,45197,58552
53031,"Jefferson County, Washington",23956,23952,15878,23861,21912,26412,38788
53033,"King County, Washington",1375760,46534,22231,31350,39568,58811,75879
53035,"Kitsap County, Washington",170748,40666,19979,30558,39708,53083,66513
53037,"Kittitas County, Washington",24406,34511,22614,32003,28190,37772,51826
53039,"Klickitat County, Washington",14772,26585,18472,25760,23070,44333,53750
53041,"Lewis County, Washington",51920,30053,22636,27677,30019,38524,54111
53043,"Lincoln County, Washington",7494,33807,31042,27305,31094,44714,60114
53045,"Mason County, Washington",43824,31646,15378,28615,31766,42205,65141
53047,"Okanogan County, Washington",28360,27345,16976,25479,27385,37708,55106
53049,"Pacific County, Washington",15769,27604,17739,25058,30213,38676,46875
53051,"Pend Oreille County, Washington",9491,30186,21250,25451,25889,47250,72143
53053,"Pierce County, Washington",526671,40098,22713,32973,39104,52513,65282
53055,"San Juan County, Washington",12631,30588,25313,27448,28351,31770,41555
53057,"Skagit County, Washington",80383,34319,21434,31033,34523,48213,59594
53059,"Skamania County, Washington",7927,39593,17050,32031,40246,48077,60000
53061,"Snohomish County, Washington",487130,43102,25775,34546,41239,58618,71376
53063,"Spokane County, Washington",312191,33892,19995,27165,31831,43662,62348
53065,"Stevens County, Washington",30555,30371,20500,26287,27648,40625,54216
53067,"Thurston County, Washington",174318,41757,20543,32995,39549,51759,65716
53069,"Wahkiakum County, Washington",3004,27143,8828,15038,36786,38750,50208
53071,"Walla Walla County, Washington",38089,30989,19041,23021,31431,42787,60809
53073,"Whatcom County, Washington",131375,33742,19013,31295,32148,40373,54642
53075,"Whitman County, Washington",21790,32729,14868,22343,28082,35250,51263
53077,"Yakima County, Washington",146086,26654,18466,24829,31042,46552,62309
54001,"Barbour County, West Virginia",11347,25422,21272,23404,22632,44964,53295
54003,"Berkeley County, West Virginia",71265,36419,22169,30273,37805,48436,56886
54005,"Boone County, West Virginia",17111,34897,28257,32281,33792,44450,56010
54007,"Braxton County, West Virginia",10439,26100,23294,24880,26201,31438,45242
54009,"Brooke County, West Virginia",17187,30956,15882,25748,30371,41353,56550
54011,"Cabell County, West Virginia",65323,30890,12617,25074,24789,41610,54083
54013,"Calhoun County, West Virginia",5528,26781,21281,26843,22462,34375,42788
54015,"Clay County, West Virginia",6532,27071,17250,23900,28993,40449,44722
54017,"Doddridge County, West Virginia",5793,21641,19545,21039,22303,18698,51917
54019,"Fayette County, West Virginia",32869,27799,20194,26291,25413,38914,49310
54021,"Gilmer County, West Virginia",6169,26065,25313,18881,20978,41300,48438
54023,"Grant County, West Virginia",8585,27287,23380,26309,23882,48056,40778
54025,"Greenbrier County, West Virginia",25791,28568,19646,25548,30336,38045,50588
54027,"Hampshire County, West Virginia",16925,27057,18971,27123,27170,42212,48625
54029,"Hancock County, West Virginia",22360,27432,13246,24403,28398,39627,44300
54031,"Hardy County, West Virginia",9866,25387,21619,25402,24545,37308,46583
54033,"Harrison County, West Virginia",48995,32280,17971,26641,31461,46931,54399
54035,"Jackson County, West Virginia",20369,32827,22847,27357,34359,41431,51083
54037,"Jefferson County, West Virginia",36039,41775,21767,30519,44831,56976,70380
54039,"Kanawha County, West Virginia",137590,33340,17488,26609,31098,44187,62660
54041,"Lewis County, West Virginia",11827,26857,17683,25222,29133,35625,54830
54043,"Lincoln County, West Virginia",15182,28499,25855,22645,31843,40456,47010
54045,"Logan County, West Virginia",26289,31367,22190,27421,32179,47888,48525
54047,"McDowell County, West Virginia",15699,25379,20809,24782,24818,31523,54970
54049,"Marion County, West Virginia",39283,31565,20223,26296,30904,42120,55843
54051,"Marshall County, West Virginia",23677,28962,17970,26540,28015,40239,46557
54053,"Mason County, West Virginia",19402,27748,16797,25226,29427,36820,61477
54055,"Mercer County, West Virginia",43757,27813,17157,22657,26238,39452,50087
54057,"Mineral County, West Virginia",19440,28439,14608,24513,30715,47334,48456
54059,"Mingo County, West Virginia",18630,33103,21799,31752,30651,40192,47971
54061,"Monongalia County, West Virginia",57314,36139,25856,26599,29586,38560,55661
54063,"Monroe County, West Virginia",9847,29882,28007,27368,30192,34389,53101
54065,"Morgan County, West Virginia",12864,31025,17324,31432,26147,41315,49026
54067,"Nicholas County, West Virginia",18712,30266,21556,26194,25705,41225,59651
54069,"Ohio County, West Virginia",30709,31165,15129,22409,27015,40591,52198
54071,"Pendleton County, West Virginia",5612,23836,15139,21962,25395,45943,33750
54073,"Pleasants County, West Virginia",5469,30727,32560,31138,25379,29125,58529
54075,"Pocahontas County, West Virginia",6575,22978,17443,21232,23843,25429,37117
54077,"Preston County, West Virginia",24596,29222,17294,26544,30187,34033,52587
54079,"Putnam County, West Virginia",39237,38128,20942,29952,35032,54484,61960
54081,"Raleigh County, West Virginia",56013,30801,16842,26922,27374,40585,51442
54083,"Randolph County, West Virginia",21145,27128,19980,24075,29956,30111,49781
54085,"Ritchie County, West Virginia",7418,26965,11571,29258,23950,32120,47976
54087,"Roane County, West Virginia",10578,24372,16250,23545,21464,34630,48942
54089,"Summers County, West Virginia",10503,25826,14944,26712,23767,32903,38594
54091,"Taylor County, West Virginia",12206,30485,11029,26221,30816,39847,58017
54093,"Tucker County, West Virginia",5232,26638,17794,22949,27409,31576,48553
54095,"Tyler County, West Virginia",6608,26028,16563,24193,28688,46406,48929
54097,"Upshur County, West Virginia",16549,27327,21168,24921,25291,41818,43264
54099,"Wayne County, West Virginia",29558,30010,14125,28231,29428,38518,43511
54101,"Webster County, West Virginia",6560,23781,16658,25377,23105,37813,42042
54103,"Wetzel County, West Virginia",11833,27596,16792,27050,26908,39352,34853
54105,"Wirt County, West Virginia",4137,28530,21250,30657,22096,30058,61136
54107,"Wood County, West Virginia",61377,30246,15866,24990,27678,48118,54012
54109,"Wyoming County, West Virginia",16671,32897,20511,32889,28934,35759,49524
55001,"Adams County, Wisconsin",16233,25806,19332,22297,28347,40069,51307
55003,"Ashland County, Wisconsin",10838,25529,21474,23481,23770,37515,53177
55005,"Barron County, Wisconsin",32365,29102,20521,26543,29699,39471,51907
55007,"Bayfield County, Wisconsin",11465,27008,16573,23670,26361,31926,52411
55009,"Brown County, Wisconsin",164176,34992,22471,28423,34789,47685,61873
55011,"Buffalo County, Wisconsin",9583,31443,17217,28119,33694,36029,53214
55013,"Burnett County, Wisconsin",11680,26375,16686,24323,26539,33167,48333
55015,"Calumet County, Wisconsin",32784,39245,24766,33122,40035,51115,63966
55017,"Chippewa County, Wisconsin",43402,31444,17895,27724,31430,41564,55433
55019,"Clark County, Wisconsin",21865,29829,24733,27384,30824,40038,53368
55021,"Columbia County, Wisconsin",39637,36669,21054,31342,37135,45748,55766
55023,"Crawford County, Wisconsin",11826,26857,14565,22648,29594,36379,49643
55025,"Dane County, Wisconsin",323991,40436,19058,29647,34819,48934,60274
55027,"Dodge County, Wisconsin",62578,32731,21685,30583,34379,42586,56429
55029,"Door County, Wisconsin",21372,28460,22136,25687,28635,34861,49044
55031,"Douglas County, Wisconsin",30374,31605,16809,27356,30803,38880,57713
55033,"Dunn County, Wisconsin",26330,32685,20764,29696,31901,41689,53604
55035,"Eau Claire County, Wisconsin",61419,32415,21075,25903,31089,41426,57565
55037,"Florence County, Wisconsin",3385,28684,21336,26495,30655,38750,32000
55039,"Fond du Lac County, Wisconsin",69933,34642,19711,31255,34469,44252,60768
55041,"Forest County, Wisconsin",6534,26004,12734,24375,26332,41250,51346
55043,"Grant County, Wisconsin",31566,30720,20287,26415,30367,40420,52211
55045,"Green County, Wisconsin",25553,34072,26353,29131,34050,47484,59043
55047,"Green Lake County, Wisconsin",13470,31209,23523,30334,30592,42045,51768
55049,"Iowa County, Wisconsin",16452,32637,25019,27269,32697,41719,55000
55051,"Iron County, Wisconsin",4667,24563,15417,22143,22421,34583,50000
55053,"Jackson County, Wisconsin",14360,30449,18138,27229,31598,37009,53452
55055,"Jefferson County, Wisconsin",55927,33916,20315,29238,34635,44638,53791
55057,"Juneau County, Wisconsin",19052,29526,17596,26116,31425,39333,47250
55059,"Kenosha County, Wisconsin",108168,37171,20594,30299,36359,52540,68099
55061,"Kewaunee County, Wisconsin",14380,34944,23631,31791,37564,44205,46607
55063,"La Crosse County, Wisconsin",73153,34474,20032,26987,32153,44159,54746
55065,"Lafayette County, Wisconsin",11365,30722,25702,27149,30837,39537,50152
55067,"Langlade County, Wisconsin",14412,29496,20640,25674,31027,41429,51779
55069,"Lincoln County, Wisconsin",20797,32173,23613,30126,32955,44133,60956
55071,"Manitowoc County, Wisconsin",57128,33266,21954,30582,32083,46518,61155
55073,"Marathon County, Wisconsin",91290,34152,22522,30297,34624,43630,63560
